feature_name,tier,stage,level,entity,entity_id,entity_class,measure,measure_family,aggregation,window,window_type,filter,transform,availability,leakage_risk,min_support_n,adversarial_halflife,hypothesis,status,drop_reason,iv,psi_12m,coverage_pct,shap_rank
recvacct_x_bin8__champ_score__cnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Champion model score,score,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__champ_score__mean__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Champion model score,score,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__cb_amt__cnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__cb_amt__sum__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__cb_amt__mean__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__cb_rate__rate__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__den_rate__rate__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,DEN rate (downstream rules),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_bin8__dcnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct BINs tried,velocity,distinct count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_bin8__dcnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct BINs tried,velocity,distinct count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_pan__dcnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct cards,velocity,distinct count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_pan__dcnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct cards,velocity,distinct count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_cust__dcnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct customers,velocity,distinct count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_cust__dcnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct customers,velocity,distinct count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_device__dcnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct devices,velocity,distinct count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_device__dcnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct devices,velocity,distinct count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_email__dcnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct emails,velocity,distinct count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_email__dcnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct emails,velocity,distinct count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_receiver__dcnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct receivers (fan-out),velocity,distinct count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_receiver__dcnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct receivers (fan-out),velocity,distinct count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_sender__dcnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct senders (fan-in),velocity,distinct count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__d_sender__dcnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Distinct senders (fan-in),velocity,distinct count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__err_lost_stln__rate__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,ERR rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,50,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__err_rate__rate__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,ERR rate (issuer decline),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__fail_then_ok__cnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Failed-auth-then-success cnt,behavior,count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__fail_then_ok__sum__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Failed-auth-then-success cnt,behavior,sum,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__interarrival__cnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Inter-arrival seconds,behavior,count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__interarrival__mean__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Inter-arrival seconds,behavior,mean,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__block_rate__rate__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Model block rate (policy),outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,50,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt_repeat__rate__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Repeat-identical-amount rate,behavior,rate (num/denom),1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt_escalate__cnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Small-then-large sequence cnt,behavior,count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt_escalate__sum__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Small-then-large sequence cnt,behavior,sum,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__tc40_rate__rate__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,TC40/SAFE alert rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt__cnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction amount,velocity,count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt__cnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction amount,velocity,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt__sum__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction amount,velocity,sum,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt__sum__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction amount,velocity,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt__mean__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction amount,velocity,mean,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__amt__mean__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction amount,velocity,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__txn_cnt__cnt__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction count,velocity,count,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__txn_cnt__cnt__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction count,velocity,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__txn_cnt__sum__w1h,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction count,velocity,sum,1 hour,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,5,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
recvacct_x_bin8__txn_cnt__sum__w30d,1,A_base,L0,BIN-8 x Receiver payout account/IBAN,recvacct_x_bin8,composite,Transaction count,velocity,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),LOW,30,months-quarters,cash-out account funded by one issuer's cards,candidate,,,,,
addrship_x_pan__cb_fraud_rate__rate__w30d,1,A_base,L0,Card token / PAN hash x Normalized ship/payout addr,addrship_x_pan,composite,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,drop address reuse across cards,candidate,,,,,
addrship_x_pan__cb_nonfr_rate__rate__w30d,1,A_base,L0,Card token / PAN hash x Normalized ship/payout addr,addrship_x_pan,composite,CB rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,drop address reuse across cards,candidate,,,,,
addrship_x_pan__champ_score__cnt__w30d,1,A_base,L0,Card token / PAN hash x Normalized ship/payout addr,addrship_x_pan,composite,Champion model score,score,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,30,weeks-months,drop address reuse across cards,candidate,,,,,
addrship_x_pan__champ_score__mean__w30d,1,A_base,L0,Card token / PAN hash x Normalized ship/payout addr,addrship_x_pan,composite,Champion model score,score,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),MED - encodes current policy; re-baseline on threshold change,30,weeks-months,drop address reuse across cards,candidate,,,,,
addrship_x_pan__cb_amt__cnt__w30d,1,A_base,L0,Card token / PAN hash x Normalized ship/payout addr,addrship_x_pan,composite,Chargeback dollars,outcome,count,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,drop address reuse across cards,candidate,,,,,
addrship_x_pan__cb_amt__sum__w30d,1,A_base,L0,Card token / PAN hash x Normalized ship/payout addr,addrship_x_pan,composite,Chargeback dollars,outcome,sum,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,drop address reuse across cards,candidate,,,,,
addrship_x_pan__cb_amt__mean__w30d,1,A_base,L0,Card token / PAN hash x Normalized ship/payout addr,addrship_x_pan,composite,Chargeback dollars,outcome,mean,30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,drop address reuse across cards,candidate,,,,,
addrship_x_pan__cb_rate__rate__w30d,1,A_base,L0,Card token / PAN hash x Normalized ship/payout addr,addrship_x_pan,composite,Chargeback rate,outcome,rate (num/denom),30 days,time,unconditioned,raw value,streaming aggregate (sketch-backed),HIGH - point-in-time on label_arrival_ts + out-of-fold encoding required,200,weeks-months,drop address reuse across cards,candidate,,,,,
